CountryIsoCode,Country,indexCode,index,dimension,indicatorCode,indicator,year,value,note
DEU,Germany,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2017,80.944,
DEU,Germany,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2018,81.172,
DEU,Germany,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,81.558,
DEU,Germany,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,81.147,
DEU,Germany,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2021,80.63,
DEU,Germany,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2022,80.989,
DEU,Germany,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2015,14.082,
DEU,Germany,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2016,14.132,
DEU,Germany,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2017,14.105,
DEU,Germany,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2018,14.077,
DEU,Germany,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,14.167,
DEU,Germany,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,14.256,
DEU,Germany,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2021,14.256,
DEU,Germany,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2022,14.256,
DEU,Germany,HDI,Human Development Index,,hdi_rank,HDI Rank,2022,7,
DJI,Djibouti,HDI,Human Development Index,,hdi_rank,HDI Rank,2022,171,
DJI,Djibouti,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2015,3.383,
DJI,Djibouti,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2016,3.505,
DJI,Djibouti,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2017,3.627,
DJI,Djibouti,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2018,3.714,
DJI,Djibouti,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,3.802,
DJI,Djibouti,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,3.89,
DJI,Djibouti,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2021,3.89,
DJI,Djibouti,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2022,3.89,
DJI,Djibouti,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2015,61.957,
DJI,Djibouti,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2016,62.191,
DJI,Djibouti,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2017,62.797,
DJI,Djibouti,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2018,63.038,
DJI,Djibouti,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,63.085,
DJI,Djibouti,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,62.694,
DJI,Djibouti,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2021,62.305,
DJI,Djibouti,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2022,62.859,
DJI,Djibouti,HDI,Human Development Index,,hdi,Human Development Index (value),2015,0.473,
DJI,Djibouti,HDI,Human Development Index,,hdi,Human Development Index (value),2016,0.482,
DJI,Djibouti,HDI,Human Development Index,,hdi,Human Development Index (value),2017,0.491,
DJI,Djibouti,HDI,Human Development Index,,hdi,Human Development Index (value),2018,0.499,
DJI,Djibouti,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.508,
DJI,Djibouti,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.512,
DJI,Djibouti,HDI,Human Development Index,,hdi,Human Development Index (value),2021,0.512,
DJI,Djibouti,HDI,Human Development Index,,hdi,Human Development Index (value),2022,0.515,
DJI,Djibouti,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2015,4028.334,
DJI,Djibouti,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2016,4159.501,
DJI,Djibouti,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2017,4247.572,
DJI,Djibouti,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2018,4365.224,
DJI,Djibouti,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,4622.513,
DJI,Djibouti,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2020,4606.076,
DJI,Djibouti,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2021,4798.002,
DJI,Djibouti,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2022,4874.518,
DJI,Djibouti,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2015,6.516,
DJI,Djibouti,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2016,6.793,
DJI,Djibouti,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2017,7.083,
DJI,Djibouti,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2018,7.385,
DJI,Djibouti,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,7.7,
DJI,Djibouti,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,8.028,
DJI,Djibouti,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2021,8.028,
DJI,Djibouti,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2022,8.028,
DMA,Dominica,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2015,13.881,
DMA,Dominica,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2016,13.814,
DMA,Dominica,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2017,13.748,
DMA,Dominica,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2018,13.682,
DMA,Dominica,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,13.616,
DMA,Dominica,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,13.55,
DMA,Dominica,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2021,13.55,
DMA,Dominica,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2022,13.55,
DMA,Dominica,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2015,12480.879,
DMA,Dominica,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2016,12943.12,
DMA,Dominica,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2017,11551.686,
DMA,Dominica,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2018,12707.154,
DMA,Dominica,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,13154.175,
DMA,Dominica,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2020,11279.754,
DMA,Dominica,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2021,11821.73,
DMA,Dominica,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2022,12467.855,
DMA,Dominica,HDI,Human Development Index,,hdi,Human Development Index (value),2015,0.719,
DMA,Dominica,HDI,Human Development Index,,hdi,Human Development Index (value),2016,0.728,
DMA,Dominica,HDI,Human Development Index,,hdi,Human Development Index (value),2017,0.709,
DMA,Dominica,HDI,Human Development Index,,hdi,Human Development Index (value),2018,0.744,
DMA,Dominica,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.745,
DMA,Dominica,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.738,
DMA,Dominica,HDI,Human Development Index,,hdi,Human Development Index (value),2021,0.737,
DMA,Dominica,HDI,Human Development Index,,hdi,Human Development Index (value),2022,0.74,
DMA,Dominica,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2015,68.727,
DMA,Dominica,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2016,70.128,
DMA,Dominica,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2017,67.525,
DMA,Dominica,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2018,73.59,
DMA,Dominica,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,73.559,
DMA,Dominica,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,73.649,
DMA,Dominica,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2021,72.814,
DMA,Dominica,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2022,72.981,
DMA,Dominica,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2015,8.808,
DMA,Dominica,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2016,8.884,
DMA,Dominica,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2017,8.96,
DMA,Dominica,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2018,9.035,
DMA,Dominica,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,9.111,
DMA,Dominica,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,9.186,
DMA,Dominica,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2021,9.186,
DMA,Dominica,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2022,9.186,
DMA,Dominica,HDI,Human Development Index,,hdi_rank,HDI Rank,2022,97,
DNK,Denmark,HDI,Human Development Index,,hdi_rank,HDI Rank,2022,5,
DNK,Denmark,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2015,12.638,
DNK,Denmark,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2016,13.163,
DNK,Denmark,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2017,13.012,
DNK,Denmark,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2018,12.861,
DNK,Denmark,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,12.911,
DNK,Denmark,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,12.96,
DNK,Denmark,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2021,12.96,
DNK,Denmark,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2022,12.96,
DNK,Denmark,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2015,80.738,
DNK,Denmark,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2016,80.88,
DNK,Denmark,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2017,81.111,
DNK,Denmark,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2018,80.99,
DNK,Denmark,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,81.434,
DNK,Denmark,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,81.545,
DNK,Denmark,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2021,81.375,
DNK,Denmark,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2022,81.882,
DNK,Denmark,HDI,Human Development Index,,hdi,Human Development Index (value),2015,0.936,
DNK,Denmark,HDI,Human Development Index,,hdi,Human Development Index (value),2016,0.943,
DNK,Denmark,HDI,Human Development Index,,hdi,Human Development Index (value),2017,0.944,
DNK,Denmark,HDI,Human Development Index,,hdi,Human Development Index (value),2018,0.942,
DNK,Denmark,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.946,
DNK,Denmark,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.946,
DNK,Denmark,HDI,Human Development Index,,hdi,Human Development Index (value),2021,0.947,
DNK,Denmark,HDI,Human Development Index,,hdi,Human Development Index (value),2022,0.952,
DNK,Denmark,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2015,54520.04,
DNK,Denmark,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2016,55515.417,
DNK,Denmark,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2017,56568.416,
DNK,Denmark,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2018,57733.303,
DNK,Denmark,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,58453.588,
DNK,Denmark,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2020,57324.124,
DNK,Denmark,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2021,59993.31,
DNK,Denmark,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2022,62018.957,
DNK,Denmark,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2015,19.297,
DNK,Denmark,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2016,19.04,
DNK,Denmark,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2017,18.824,
DNK,Denmark,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2018,18.722,
DNK,Denmark,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,18.62,
DNK,Denmark,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,18.64,
DNK,Denmark,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2021,18.774,
DNK,Denmark,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2022,18.774,
DOM,Dominican Republic,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2015,14.464,
DOM,Dominican Republic,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2016,14.517,
DOM,Dominican Republic,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2017,14.663,
DOM,Dominican Republic,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2018,14.566,
DOM,Dominican Republic,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,14.469,
DOM,Dominican Republic,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.371,
DOM,Dominican Republic,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2021,13.557,
DOM,Dominican Republic,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2022,13.557,
DOM,Dominican Republic,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2015,14522.42,
DOM,Dominican Republic,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2016,15274.834,
DOM,Dominican Republic,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2017,15740.879,
DOM,Dominican Republic,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2018,16736.191,
DOM,Dominican Republic,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,17341.012,
DOM,Dominican Republic,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2020,15993.167,
DOM,Dominican Republic,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2021,17784.086,
DOM,Dominican Republic,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2022,18653.268,
DOM,Dominican Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2015,0.739,
DOM,Dominican Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2016,0.759,
DOM,Dominican Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2017,0.761,
DOM,Dominican Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2018,0.763,
DOM,Dominican Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.765,
DOM,Dominican Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.76,
DOM,Dominican Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2021,0.756,
DOM,Dominican Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2022,0.766,
DOM,Dominican Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2015,72.953,
DOM,Dominican Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2016,72.987,
DOM,Dominican Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2017,73.063,
DOM,Dominican Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2018,73.232,
DOM,Dominican Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,73.577,
DOM,Dominican Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,72.889,
DOM,Dominican Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2021,72.615,
DOM,Dominican Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2022,74.17,
DOM,Dominican Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2015,7.718,
DOM,Dominican Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2016,9.044,
DOM,Dominican Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2017,8.985,
DOM,Dominican Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2018,8.925,
DOM,Dominican Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,8.865,
DOM,Dominican Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,9.151,
DOM,Dominican Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2021,9.151,
DOM,Dominican Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2022,9.151,
DOM,Dominican Republic,HDI,Human Development Index,,hdi_rank,HDI Rank,2022,82,
DZA,Algeria,HDI,Human Development Index,,hdi_rank,HDI Rank,2022,93,
DZA,Algeria,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2015,7.153,
DZA,Algeria,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2016,7.12,
DZA,Algeria,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2017,7.087,
DZA,Algeria,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2018,7.054,
DZA,Algeria,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,7.02,
DZA,Algeria,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,6.987,
DZA,Algeria,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2021,6.987,
DZA,Algeria,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2022,6.987,
DZA,Algeria,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2015,75.622,
DZA,Algeria,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2016,75.732,
DZA,Algeria,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2017,75.743,
DZA,Algeria,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2018,76.066,
DZA,Algeria,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,76.474,
DZA,Algeria,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,74.453,
DZA,Algeria,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2021,76.377,
DZA,Algeria,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2022,77.129,
DZA,Algeria,HDI,Human Development Index,,hdi,Human Development Index (value),2015,0.736,
DZA,Algeria,HDI,Human Development Index,,hdi,Human Development Index (value),2016,0.738,
DZA,Algeria,HDI,Human Development Index,,hdi,Human Development Index (value),2017,0.738,
DZA,Algeria,HDI,Human Development Index,,hdi,Human Development Index (value),2018,0.74,
DZA,Algeria,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.742,
DZA,Algeria,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.73,
DZA,Algeria,HDI,Human Development Index,,hdi,Human Development Index (value),2021,0.74,
DZA,Algeria,HDI,Human Development Index,,hdi,Human Development Index (value),2022,0.745,
DZA,Algeria,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2015,11475.066,
DZA,Algeria,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2016,11768.623,
DZA,Algeria,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2017,11633.272,
DZA,Algeria,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2018,11438.084,
DZA,Algeria,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,11353.522,
DZA,Algeria,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2020,10634.884,
DZA,Algeria,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2021,10823.118,
DZA,Algeria,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2022,10978.406,
DZA,Algeria,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2015,14.838,
DZA,Algeria,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2016,14.931,
DZA,Algeria,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2017,15.024,
DZA,Algeria,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2018,15.117,
DZA,Algeria,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,15.209,
DZA,Algeria,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,15.302,
DZA,Algeria,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2021,15.395,
DZA,Algeria,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2022,15.488,
ECU,Ecuador,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2015,15.131,
ECU,Ecuador,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2016,14.996,
ECU,Ecuador,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2017,14.861,
ECU,Ecuador,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2018,14.725,
ECU,Ecuador,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,14.467,
ECU,Ecuador,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.865,
ECU,Ecuador,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2021,14.865,
ECU,Ecuador,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2022,14.865,
ECU,Ecuador,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2015,11697.388,
ECU,Ecuador,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2016,11370.294,
ECU,Ecuador,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2017,11406.453,
ECU,Ecuador,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2018,11287.694,
ECU,Ecuador,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,11053.238,
ECU,Ecuador,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2020,10079.837,
ECU,Ecuador,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2021,10496.982,
ECU,Ecuador,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2022,10693.235,
ECU,Ecuador,HDI,Human Development Index,,hdi,Human Development Index (value),2015,0.764,
ECU,Ecuador,HDI,Human Development Index,,hdi,Human Development Index (value),2016,0.761,
ECU,Ecuador,HDI,Human Development Index,,hdi,Human Development Index (value),2017,0.762,
ECU,Ecuador,HDI,Human Development Index,,hdi,Human Development Index (value),2018,0.761,
ECU,Ecuador,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.758,
ECU,Ecuador,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.734,
ECU,Ecuador,HDI,Human Development Index,,hdi,Human Development Index (value),2021,0.746,
ECU,Ecuador,HDI,Human Development Index,,hdi,Human Development Index (value),2022,0.765,
ECU,Ecuador,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2015,76.789,
ECU,Ecuador,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2016,76.763,
ECU,Ecuador,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2017,76.972,
ECU,Ecuador,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2018,77.094,
ECU,Ecuador,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,77.297,
ECU,Ecuador,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,72.153,
ECU,Ecuador,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2021,73.67,
ECU,Ecuador,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2022,77.894,
ECU,Ecuador,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2015,8.702,
ECU,Ecuador,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2016,8.693,
ECU,Ecuador,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2017,8.766,
ECU,Ecuador,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2018,8.783,
ECU,Ecuador,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,8.8,
ECU,Ecuador,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.817,
ECU,Ecuador,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2021,9.113,
ECU,Ecuador,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2022,8.97,
ECU,Ecuador,HDI,Human Development Index,,hdi_rank,HDI Rank,2022,83,
EGY,Egypt,HDI,Human Development Index,,hdi_rank,HDI Rank,2022,105,
EGY,Egypt,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2015,8.568,
EGY,Egypt,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2016,8.807,
EGY,Egypt,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2017,9.046,
EGY,Egypt,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2018,9.306,
EGY,Egypt,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,9.573,
EGY,Egypt,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,9.848,
EGY,Egypt,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2021,9.848,
EGY,Egypt,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2022,9.848,
EGY,Egypt,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2015,70.483,
EGY,Egypt,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2016,70.844,
EGY,Egypt,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2017,71.302,
EGY,Egypt,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2018,71.367,
EGY,Egypt,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,71.358,
EGY,Egypt,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,70.99,
EGY,Egypt,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2021,70.221,
EGY,Egypt,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2022,70.159,
EGY,Egypt,HDI,Human Development Index,,hdi,Human Development Index (value),2015,0.695,
EGY,Egypt,HDI,Human Development Index,,hdi,Human Development Index (value),2016,0.702,
EGY,Egypt,HDI,Human Development Index,,hdi,Human Development Index (value),2017,0.709,
EGY,Egypt,HDI,Human Development Index,,hdi,Human Development Index (value),2018,0.717,
EGY,Egypt,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.724,
EGY,Egypt,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.729,
EGY,Egypt,HDI,Human Development Index,,hdi,Human Development Index (value),2021,0.726,
EGY,Egypt,HDI,Human Development Index,,hdi,Human Development Index (value),2022,0.728,
EGY,Egypt,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2015,10348.887,
EGY,Egypt,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2016,10617.98,
EGY,Egypt,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2017,10792.758,
EGY,Egypt,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2018,11092.5,
EGY,Egypt,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,11376.214,
EGY,Egypt,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2020,11637.161,
EGY,Egypt,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2021,11826.91,
EGY,Egypt,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2022,12360.816,
EGY,Egypt,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2015,11.887,
EGY,Egypt,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2016,12.035,
EGY,Egypt,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2017,12.165,
EGY,Egypt,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2018,12.433,
